LON,LAT,DHW2020,CORAL_LOSS_BLEACH2020,CORAL_COVER2019,CORAL_COVER2020
143.2701,-11.4618,10.0099997762591,-19.01875625,22.793849375,9.39554375
143.3099,-11.3969,10.2699997704476,-19.2078875,21.749129375,8.261400625
143.378,-11.4603,10.2599997706711,-15.99012,19.961223125,9.546375625
143.4389,-11.4305,10.4699997659773,-12.55659375,14.920435,6.35703125
143.1247,-11.4681,9.60999978519976,-18.419891875,22.655298125,10.579395
143.1567,-11.472,9.97999977692962,-16.17053125,18.0774425,6.6425075
143.0751,-11.482,9.46999978832901,-12.78451375,16.347480625,8.27473125
143.0406,-11.4888,9.37999979034066,-13.342465625,18.0033075,9.83701375
143.0288,-11.498,9.37999979034066,-14.308285,17.17353125,7.749885625
143.4992,-10.9777,9.79999978095293,-14.565558125,18.32230375,8.679770625
143.5894,-11.016,9.28999979235232,-22.90187375,27.162245,9.63352
143.6618,-11.0949,8.91999980062246,-20.000543125,27.030891875,12.768474375
143.5843,-11.1512,9.49999978765845,-20.439596875,25.627558125,10.86286
143.6947,-11.1571,9.08999979682267,-18.0979725,26.392463125,14.234111875
143.5348,-11.1482,9.63999978452921,-18.2854,22.75397125,9.779645625
143.5889,-11.2073,9.5299997869879,-22.87371,26.644799375,9.1793875
143.7148,-11.1924,8.38999981246889,-16.951984375,30.14983125,19.23839875
143.7982,-11.3149,8.24999981559813,-16.46765375,27.019474375,16.502568125
143.6751,-11.2526,9.31999979168177,-20.024386875,24.470753125,9.663541875
143.8192,-11.2557,7.43999983370304,-18.203035625,29.54986,17.5229675
143.6366,-11.4735,10.359999768436,-16.695153125,18.856291875,6.71599125
143.7075,-11.4665,9.40999978967011,-15.6026325,17.917483125,6.91571
143.9284,-11.4759,6.49999985471368,-11.1441575,26.711139375,22.0660175
144.0179,-11.4754,6.06999986432493,-8.87968625,15.005836875,11.69668125
143.9009,-11.4779,6.49999985471368,-11.987639375,25.90741125,20.338689375
143.9242,-11.4921,6.49999985471368,-13.621468125,29.0372675,21.61527
143.9456,-11.4827,6.49999985471368,-11.606804375,23.1071275,17.180223125
143.8581,-11.4899,6.85999984666705,-10.927213125,22.758720625,17.63664125
143.5381,-11.4992,10.8699997570366,-13.535464375,14.9549725,5.4529975
143.9979,-11.0307,4.62999989651144,-10.529915625,29.612206875,26.287794375
144.0173,-11.0393,4.74999989382923,-8.043179375,20.6525975,19.13475875
144.0224,-11.049,4.74999989382923,-8.133785,21.872538125,20.4757375
144.0336,-11.0549,4.86999989114702,-7.425499375,21.090518125,19.95878875
144.0407,-11.0692,4.86999989114702,-9.45774875,19.119445,15.7659425
144.044,-11.1034,5.16999988444149,-7.928703125,20.011759375,18.650204375
144.0333,-11.1316,5.16999988444149,-10.091625,20.0884675,16.19728625
144.0258,-11.1407,5.16999988444149,-10.825911875,22.997475,18.41983125
144.0584,-11.146,5.28999988175929,-5.7859075,14.28188375,13.97713875
143.9624,-11.3224,5.01999988779426,-5.689511875,16.287576875,16.97642875
143.9818,-11.3282,5.01999988779426,-8.7876475,19.98724625,17.954463125
143.5057,-11.3083,9.61999978497624,-14.38412125,21.182643125,12.410534375
143.6725,-11.305,9.38999979011714,-15.6006275,20.838868125,10.570953125
143.9566,-11.3482,5.01999988779426,-8.012809375,19.052386875,17.4438825
143.952,-11.3559,4.8799998909235,-7.925079375,16.956646875,15.24022875
143.9641,-11.361,4.8799998909235,-7.24572,20.025115,19.781339375
143.9766,-11.3644,4.8799998909235,-9.257494375,19.178763125,16.21372
143.9517,-11.3637,4.8799998909235,-7.684271875,19.45654125,18.426583125
143.9444,-11.3724,5.85999986901879,-13.024788125,21.17576125,14.416461875
143.959,-11.3715,4.8799998909235,-8.428270625,19.3520925,17.343256875
143.96,-11.3832,4.8799998909235,-9.02556937499999,21.180923125,18.64685125
143.9784,-11.3913,4.8799998909235,-6.92459375,17.646695,17.159235625
143.9585,-11.3922,4.8799998909235,-7.090058125,19.411521875,18.93975125
143.5897,-11.3364,9.5899997856468,-16.831169375,22.82055625,11.283740625
143.9637,-11.4024,5.49999987706542,-10.09287125,19.739470625,15.59802875
143.7155,-11.3711,9.45999978855252,-15.99475625,20.547555,9.542329375
143.7688,-11.4007,8.94999979995191,-13.02782375,19.545009375,11.46056875
143.9649,-11.4116,5.49999987706542,-8.268726875,18.19203125,16.316855
143.9696,-11.416,5.49999987706542,-7.693955625,16.757081875,15.083380625
143.9751,-11.4212,5.49999987706542,-9.127768125,17.854221875,14.37641125
143.9741,-11.4274,5.49999987706542,-8.940210625,19.293476875,16.817854375
143.7677,-11.4228,8.94999979995191,-15.83988375,25.05102625,14.463031875
143.5423,-11.4242,10.4299997668713,-12.2298175,14.795875625,6.286875
143.7689,-11.4578,8.79999980330467,-17.048078125,24.97142625,13.691451875
143.512,-11.4658,10.8699997570366,-13.424366875,14.184984375,4.739544375
143.9677,-11.4631,5.74999987147748,-9.272606875,17.80984625,14.69261375
143.5164,-11.5527,10.9099997561425,-16.9050225,17.91261375,5.783134375
143.2319,-11.5803,9.93999977782369,-16.45932625,20.5143575,9.671933125
144.06,-11.1852,5.37999987974763,-9.399083125,19.8208025,16.18480125
144.0436,-11.1924,4.84999989159405,-10.23649375,21.756100625,17.623425
144.0466,-11.2007,4.52999989874661,-8.6568425,20.0881625,18.24307625
144.051,-11.2097,5.08999988622963,-7.7320325,18.534865625,17.013999375
144.0562,-11.2175,5.08999988622963,-6.6211425,14.62276125,13.001875625
144.0657,-11.2613,5.00999988801777,-7.5754525,15.02587375,13.0307725
144.0125,-11.2636,4.91999989002943,-7.870335625,18.666719375,17.47536125
144.0183,-11.2693,4.91999989002943,-7.138414375,14.988534375,13.359504375
144.0241,-11.2616,4.91999989002943,-8.43706,17.955978125,15.431848125
144.0264,-11.2761,4.91999989002943,-8.86825375,18.113173125,15.675878125
144.0342,-11.2793,4.91999989002943,-8.30472625,19.479209375,18.148733125
144.0441,-11.2763,4.91999989002943,-7.61879625,17.95882,16.548473125
144.0383,-11.4248,5.41999987885356,-8.504236875,15.99079875,13.326763125
144.0699,-11.494,6.20999986119568,-7.763729375,11.608128125,8.489499375
142.8727,-11.5122,7.93999982252717,-17.281293125,23.491571875,13.5871125
142.8437,-11.5637,7.84999982453883,-15.512523125,23.715359375,14.094404375
142.8983,-11.5904,7.68999982811511,-14.8632775,23.477321875,14.832666875
142.8569,-11.6276,7.25999983772635,-15.282753125,23.85584375,14.978395625
142.9397,-11.5979,8.34999981336296,-13.62394625,17.93999375,9.3599125
142.9075,-11.6514,8.17999981716275,-11.96653,18.1266975,11.482980625
142.9852,-11.7324,8.38999981246889,-11.430356875,17.65360625,11.52784
142.973,-11.7591,7.95999982208014,-11.8797275,17.597944375,10.856083125
142.8959,-11.7624,7.26999983750284,-9.500579375,15.776065625,11.3594575
142.9157,-11.7697,7.88999982364476,-9.870650625,13.553464375,7.800655
142.9372,-11.7727,7.88999982364476,-8.298584375,12.7126125,8.668279375
142.9555,-11.7707,7.95999982208014,-11.383698125,18.042278125,12.29634125
142.8782,-11.781,7.26999983750284,-10.331608125,17.213248125,12.35006
142.8562,-11.7999,7.26999983750284,-9.583301875,17.3320375,12.9255375
142.9365,-11.7968,7.88999982364476,-8.87187875,15.7538225,11.854600625
142.9002,-11.8053,7.40999983437359,-9.740185,15.15728125,10.35813125
142.896,-11.8267,7.55999983102083,-9.38407125,14.96176875,10.663381875
142.8756,-11.8489,7.55999983102083,-9.088355625,13.27935875,8.11898875
142.9387,-11.8431,7.40999983437359,-7.2829525,14.2479,11.9780625
142.9936,-11.8619,7.65999982878566,-8.94474,14.588183125,10.239046875
142.9126,-11.8799,7.41999983415008,-8.769285,14.233991875,10.211650625
142.9704,-11.8844,7.65999982878566,-8.952351875,15.127911875,10.908528125
143.0818,-11.5183,9.47999978810549,-12.935984375,15.763441875,7.11060125
143.1779,-11.5316,10.0099997762591,-16.099378125,18.7502875,7.628788125
143.0168,-11.5504,9.07999979704618,-12.190110625,15.26589875,7.06261375
143.0855,-11.789,8.88999980129302,-15.360963125,19.61263125,9.344739375
143.2461,-11.8041,9.62999978475273,-14.864403125,16.947603125,6.81087875
143.265,-11.8019,10.029999775812,-12.460764375,15.02188625,6.11169875
143.0093,-11.8071,8.30999981425703,-11.44497125,17.681405,12.1000875
143.3696,-11.8235,10.3799997679889,-14.413936875,17.000823125,7.01741625
143.2856,-11.8644,9.77999978139997,-13.8550825,16.638691875,6.933576875
143.2971,-11.874,9.77999978139997,-13.32533875,15.773215625,6.351241875
143.1073,-11.8952,9.18999979458749,-14.422400625,18.67439,9.444910625
143.1291,-11.9064,8.96999979950488,-14.65848375,18.445575625,9.073378125
143.338,-11.9111,9.59999978542328,-14.02028125,18.352165625,8.56400875
143.351,-11.9182,9.60999978519976,-12.08028125,16.388325625,9.04917
143.3105,-11.9204,9.59999978542328,-17.654933125,21.903814375,9.59609375
143.1785,-11.5902,10.029999775812,-15.79283375,19.154055625,8.229266875
143.4236,-11.5861,10.5699997637421,-17.752769375,19.933103125,7.357131875
143.0104,-11.5942,9.07999979704618,-11.61317,15.188789375,8.075531875
143.2908,-11.604,10.1499997731298,-17.9314925,21.219298125,9.34537
143.5206,-11.6207,10.879999756813,-15.882839375,16.995625625,5.5930875
143.434,-11.6908,10.6499997619539,-18.619465,19.439995625,5.942945625
143.1928,-11.7113,9.91999977827072,-13.331255625,15.995740625,6.469028125
143.2484,-11.7357,9.93999977782369,-12.39014125,15.67047875,7.02967
143.0884,-11.7714,8.88999980129302,-15.327398125,18.6733825,8.381511875
143.2433,-11.7508,9.79999978095293,-11.188191875,15.331640625,8.6666175
143.8948,-11.7693,7.68999982811511,-10.311449375,13.23505,7.795185
143.8694,-11.7813,7.68999982811511,-9.419395,12.91276,8.344280625
143.8695,-11.7911,7.68999982811511,-8.607631875,11.712664375,7.704970625
143.8643,-11.8008,7.32999983616173,-7.99428125,11.069763125,7.53638375
143.865,-11.8086,7.32999983616173,-10.290970625,13.49731625,8.002311875
143.9691,-11.802,8.039999820292,-6.8810475,8.527705625,5.201685625
143.2075,-11.9271,9.33999979123473,-18.420180625,21.932938125,9.1657075
143.216,-11.9435,9.33999979123473,-15.17922375,21.96897375,13.41801
143.242,-11.9425,9.33999979123473,-18.642673125,22.781121875,10.63157
143.3712,-11.9332,9.60999978519976,-13.825490625,17.796259375,8.8815725
143.4172,-11.9481,9.5899997856468,-16.104329375,19.613690625,8.291843125
143.4963,-11.9118,9.0699997972697,-9.579578125,14.558675625,8.6877575
143.2688,-11.9518,9.26999979279935,-17.39488125,23.448305,12.823731875
143.2711,-11.9606,9.26999979279935,-16.0360275,20.154435625,9.483519375
143.2677,-11.97,9.26999979279935,-18.447483125,20.9074625,7.608428125
143.286,-11.9697,9.26999979279935,-16.903565625,22.89889875,12.01951375
143.2547,-11.9713,9.26999979279935,-16.064759375,20.458109375,9.97643375
143.234,-11.9591,9.39999978989363,-17.839503125,21.13823875,8.69109625
143.2443,-11.9717,9.39999978989363,-19.625493125,23.4869675,10.382589375
143.2198,-11.9834,9.39999978989363,-18.1336125,24.239069375,14.192490625
143.2701,-11.9841,9.26999979279935,-15.926635625,20.6078425,10.219293125
143.2565,-11.9838,9.26999979279935,-17.960988125,20.4806675,8.3112925
143.2681,-11.9948,9.26999979279935,-18.9947525,23.11930125,9.85706625
143.2673,-11.9982,9.26999979279935,-18.574601875,24.0426125,12.282920625
143.2476,-11.991,9.39999978989363,-16.296605,19.810478125,8.79746
143.2412,-11.9983,9.39999978989363,-18.67196625,22.00764875,9.2401925
143.9623,-11.5121,6.32999985851347,-9.86885375,15.471619375,11.1431075
143.8694,-11.5136,7.20999983884394,-13.290855625,25.93443625,18.947344375
143.6422,-11.5126,10.4099997673184,-15.59116375,17.5978925,6.509880625
143.8668,-11.5308,7.20999983884394,-13.47271,23.813705,15.78685
143.8783,-11.5268,7.20999983884394,-13.624116875,27.312504375,20.157011875
143.856,-11.5399,7.20999983884394,-12.988106875,25.783636875,18.9385075
143.865,-11.5504,7.21999983862042,-12.682136875,22.04218625,15.122395625
143.9121,-11.5307,6.63999985158443,-12.65867625,24.719114375,18.027649375
143.9821,-11.5164,6.32999985851347,-8.456665625,15.672374375,12.841005625
143.9016,-11.5453,6.63999985158443,-10.96605,24.033296875,19.28083125
143.8618,-11.5588,7.21999983862042,-13.82213,22.382194375,14.04341
143.8648,-11.5642,7.21999983862042,-11.17185,23.527985,18.32604375
143.8825,-11.556,7.21999983862042,-12.469005,22.625845,15.784536875
143.8687,-11.5697,7.21999983862042,-10.759163125,20.607753125,15.56736
143.8751,-11.5721,7.21999983862042,-11.31906,22.6193575,17.082979375
143.7159,-11.5668,9.6999997831881,-11.473969375,14.7856875,6.95605625
143.8553,-11.5923,7.21999983862042,-11.78094625,21.334099375,15.211791875
